file,segment_type,count_A,count_B,diff_B_minus_A,records_A,records_B
context_141808.json,structured,1,1,0,1,1
context_141808.json,root_preamble,1,1,0,1,1
context_14185.json,structured,17,17,0,1,1
context_14185.json,root_preamble,1,1,0,1,1
context_141894.json,structured,18,18,0,1,1
context_141894.json,root_preamble,1,1,0,1,1
context_141958.json,structured,11,11,0,1,1
context_141958.json,root_preamble,1,1,0,1,1
context_141967.json,structured,40,40,0,1,1
context_141967.json,root_preamble,1,1,0,1,1
context_142049.json,structured,14,14,0,1,1
context_142049.json,root_preamble,1,1,0,1,1
context_142093.json,structured,39,39,0,1,1
context_142093.json,root_preamble,1,1,0,1,1
context_1421.json,structured,2,2,0,1,1
context_1421.json,root_preamble,1,1,0,1,1
context_142152.json,structured,14,14,0,1,1
context_142152.json,root_preamble,1,1,0,1,1
context_142155.json,structured,26,26,0,1,1
context_142155.json,root_preamble,1,1,0,1,1
context_142223.json,structured,40,40,0,1,1
context_142223.json,root_preamble,1,1,0,1,1
context_142363.json,structured,6,6,0,1,1
context_142363.json,root_preamble,1,1,0,1,1
context_142382.json,structured,20,20,0,1,1
context_142382.json,root_preamble,1,1,0,1,1
context_142389.json,structured,6,6,0,1,1
context_142389.json,root_preamble,1,1,0,1,1
context_142423.json,structured,3,3,0,1,1
context_142423.json,root_preamble,1,1,0,1,1
context_142430.json,structured,16,16,0,1,1
context_142430.json,root_preamble,1,1,0,1,1
context_14244.json,structured,26,26,0,1,1
context_14244.json,root_preamble,1,1,0,1,1
context_142454.json,unstructured_whole,1,1,0,1,1
context_142504.json,structured,18,18,0,1,1
context_142504.json,root_preamble,1,1,0,1,1
context_142506.json,structured,3,3,0,1,1
context_142506.json,root_preamble,1,1,0,1,1
context_142539.json,structured,11,11,0,1,1
context_142539.json,root_preamble,1,1,0,1,1
context_142556.json,structured,2,2,0,1,1
context_142556.json,root_preamble,1,1,0,1,1
context_142712.json,structured,8,8,0,1,1
context_142712.json,root_preamble,1,1,0,1,1
context_142867.json,structured,40,40,0,1,1
context_142867.json,root_preamble,1,1,0,1,1
context_142930.json,structured,43,43,0,1,1
context_142930.json,root_preamble,1,1,0,1,1
context_142933.json,structured,4,4,0,1,1
context_142933.json,root_preamble,1,1,0,1,1
context_142936.json,structured,7,7,0,1,1
context_142936.json,root_preamble,1,1,0,1,1
context_142940.json,structured,43,43,0,1,1
context_142940.json,root_preamble,1,1,0,1,1
context_143010.json,structured,15,15,0,1,1
context_143010.json,root_preamble,1,1,0,1,1
context_143057.json,structured,55,55,0,1,1
context_143057.json,root_preamble,1,1,0,1,1
context_143064.json,structured,9,9,0,1,1
context_143064.json,root_preamble,1,1,0,1,1
context_143094.json,structured,7,7,0,1,1
context_143094.json,root_preamble,1,1,0,1,1
context_143116.json,structured,9,9,0,1,1
context_143116.json,root_preamble,1,1,0,1,1
context_143136.json,structured,23,23,0,1,1
context_143136.json,root_preamble,1,1,0,1,1
context_143165.json,structured,95,95,0,1,1
context_143165.json,root_preamble,1,1,0,1,1
context_143170.json,structured,6,6,0,1,1
context_143170.json,root_preamble,1,1,0,1,1
context_143198.json,structured,28,28,0,1,1
context_143198.json,root_preamble,1,1,0,1,1
context_143204.json,structured,8,8,0,1,1
context_143204.json,root_preamble,1,1,0,1,1
context_143238.json,structured,20,20,0,1,1
context_143238.json,root_preamble,1,1,0,1,1
context_143266.json,structured,25,25,0,1,1
context_143266.json,root_preamble,1,1,0,1,1
context_143275.json,structured,38,38,0,1,1
context_143275.json,root_preamble,1,1,0,1,1
context_14330.json,structured,21,21,0,1,1
context_14330.json,root_preamble,1,1,0,1,1
context_143311.json,structured,29,29,0,1,1
context_143311.json,root_preamble,1,1,0,1,1
context_143446.json,structured,262,262,0,1,1
context_143446.json,root_preamble,1,1,0,1,1
context_14350.json,structured,38,38,0,1,1
context_14350.json,root_preamble,1,1,0,1,1
context_143515.json,structured,14,14,0,1,1
context_143515.json,root_preamble,1,1,0,1,1
context_14353.json,structured,4,4,0,1,1
context_14353.json,root_preamble,1,1,0,1,1
context_143533.json,unstructured_whole,1,1,0,1,1
context_143623.json,structured,10,10,0,1,1
context_143623.json,root_preamble,1,1,0,1,1
context_143628.json,structured,14,14,0,1,1
context_143628.json,root_preamble,1,1,0,1,1
context_143669.json,structured,19,19,0,1,1
context_143669.json,root_preamble,1,1,0,1,1
context_143678.json,structured,13,13,0,1,1
context_143678.json,root_preamble,1,1,0,1,1
context_143746.json,structured,4,4,0,1,1
context_143746.json,root_preamble,1,1,0,1,1
context_143757.json,structured,11,11,0,1,1
context_143757.json,root_preamble,1,1,0,1,1
context_143819.json,unstructured_whole,1,1,0,1,1
context_143857.json,structured,10,10,0,1,1
context_143857.json,root_preamble,1,1,0,1,1
context_144025.json,structured,26,26,0,1,1
context_144025.json,root_preamble,1,1,0,1,1
context_144050.json,structured,36,36,0,1,1
context_144050.json,root_preamble,1,1,0,1,1
context_144077.json,structured,12,12,0,1,1
context_144077.json,root_preamble,1,1,0,1,1
context_144122.json,structured,2,2,0,1,1
context_144122.json,root_preamble,1,1,0,1,1
context_144134.json,structured,4,4,0,1,1
context_144134.json,root_preamble,1,1,0,1,1
context_144209.json,structured,11,11,0,1,1
context_144209.json,root_preamble,1,1,0,1,1
context_144210.json,structured,48,48,0,1,1
context_144210.json,root_preamble,1,1,0,1,1
context_144316.json,structured,22,22,0,1,1
context_144316.json,root_preamble,1,1,0,1,1
context_144339.json,structured,19,19,0,1,1
context_144339.json,root_preamble,1,1,0,1,1
context_144344.json,structured,7,7,0,1,1
context_144344.json,root_preamble,1,1,0,1,1
context_144354.json,structured,25,25,0,1,1
context_144354.json,root_preamble,1,1,0,1,1
context_144362.json,structured,6,6,0,1,1
context_144362.json,root_preamble,1,1,0,1,1
context_144363.json,structured,44,44,0,1,1
context_144363.json,root_preamble,1,1,0,1,1
context_144380.json,structured,22,22,0,1,1
context_144380.json,root_preamble,1,1,0,1,1
context_144389.json,structured,10,10,0,1,1
context_144389.json,root_preamble,1,1,0,1,1
context_144392.json,structured,5,5,0,1,1
context_144392.json,root_preamble,1,1,0,1,1
context_144398.json,structured,3,3,0,1,1
context_144398.json,root_preamble,1,1,0,1,1
context_144472.json,structured,114,114,0,1,1
context_144472.json,root_preamble,1,1,0,1,1
context_144519.json,structured,6,6,0,1,1
context_144519.json,root_preamble,1,1,0,1,1
context_14453.json,structured,6,6,0,1,1
context_14453.json,root_preamble,1,1,0,1,1
context_144548.json,structured,8,8,0,1,1
context_144548.json,root_preamble,1,1,0,1,1
context_144551.json,structured,259,259,0,1,1
context_144551.json,root_preamble,1,1,0,1,1
context_144566.json,structured,74,74,0,1,1
context_144566.json,root_preamble,1,1,0,1,1
context_144618.json,structured,32,32,0,1,1
context_144618.json,root_preamble,1,1,0,1,1
context_144653.json,structured,35,35,0,1,1
context_144653.json,root_preamble,1,1,0,1,1
context_144703.json,structured,11,11,0,1,1
context_144703.json,root_preamble,1,1,0,1,1
context_144860.json,structured,4,4,0,1,1
context_144860.json,root_preamble,1,1,0,1,1
context_145012.json,structured,1,1,0,1,1
context_145012.json,root_preamble,1,1,0,1,1
context_145018.json,structured,15,15,0,1,1
context_145018.json,root_preamble,1,1,0,1,1
context_145019.json,structured,2,2,0,1,1
context_145019.json,root_preamble,1,1,0,1,1
context_145025.json,structured,5,5,0,1,1
context_145025.json,root_preamble,1,1,0,1,1
context_145058.json,structured,20,20,0,1,1
context_145058.json,root_preamble,1,1,0,1,1
context_145084.json,structured,2,2,0,1,1
context_145084.json,root_preamble,1,1,0,1,1
context_145143.json,unstructured_whole,1,1,0,1,1
context_145175.json,structured,45,45,0,1,1
context_145175.json,root_preamble,1,1,0,1,1
context_145207.json,structured,4,4,0,1,1
context_145207.json,root_preamble,1,1,0,1,1
context_145217.json,structured,5,5,0,1,1
context_145217.json,root_preamble,1,1,0,1,1
context_145302.json,structured,5,5,0,1,1
context_145302.json,root_preamble,1,1,0,1,1
context_145326.json,structured,5,5,0,1,1
context_145326.json,root_preamble,1,1,0,1,1
context_145336.json,structured,9,9,0,1,1
context_145336.json,root_preamble,1,1,0,1,1
context_145376.json,structured,54,54,0,1,1
context_145376.json,root_preamble,1,1,0,1,1
context_145392.json,structured,39,39,0,1,1
context_145392.json,root_preamble,1,1,0,1,1
context_145496.json,structured,13,13,0,1,1
context_145496.json,root_preamble,1,1,0,1,1
context_14550.json,structured,21,21,0,1,1
context_14550.json,root_preamble,1,1,0,1,1
context_145501.json,structured,3,3,0,1,1
context_145501.json,root_preamble,1,1,0,1,1
context_145512.json,unstructured_whole,1,1,0,1,1
context_145523.json,structured,27,27,0,1,1
context_145523.json,root_preamble,1,1,0,1,1
context_14559.json,structured,16,16,0,1,1
context_14559.json,root_preamble,1,1,0,1,1
context_145694.json,structured,38,38,0,1,1
context_145694.json,root_preamble,1,1,0,1,1
context_14570.json,structured,29,29,0,1,1
context_14570.json,root_preamble,1,1,0,1,1
context_145717.json,structured,6,6,0,1,1
context_145717.json,root_preamble,1,1,0,1,1
context_145718.json,structured,25,25,0,1,1
context_145718.json,root_preamble,1,1,0,1,1
context_145781.json,structured,17,17,0,1,1
context_145781.json,root_preamble,1,1,0,1,1
context_145786.json,structured,11,11,0,1,1
context_145786.json,root_preamble,1,1,0,1,1
context_14582.json,structured,7,7,0,1,1
context_14582.json,root_preamble,1,1,0,1,1
context_14585.json,structured,57,57,0,1,1
context_14585.json,root_preamble,1,1,0,1,1
context_14590.json,structured,23,23,0,1,1
context_14590.json,root_preamble,1,1,0,1,1
context_145929.json,structured,20,20,0,1,1
context_145929.json,root_preamble,1,1,0,1,1
context_145960.json,structured,1,1,0,1,1
context_145960.json,root_preamble,1,1,0,1,1
context_14600.json,structured,37,37,0,1,1
context_14600.json,root_preamble,1,1,0,1,1
context_146010.json,structured,50,50,0,1,1
context_146010.json,root_preamble,1,1,0,1,1
context_146050.json,structured,3,3,0,1,1
context_146050.json,root_preamble,1,1,0,1,1
context_14606.json,structured,41,41,0,1,1
context_14606.json,root_preamble,1,1,0,1,1
context_146226.json,structured,44,44,0,1,1
context_146226.json,root_preamble,1,1,0,1,1
context_14624.json,structured,3,3,0,1,1
context_14624.json,root_preamble,1,1,0,1,1
context_146262.json,structured,40,40,0,1,1
context_146262.json,root_preamble,1,1,0,1,1
context_146278.json,structured,4,4,0,1,1
context_146278.json,root_preamble,1,1,0,1,1
context_146353.json,structured,32,32,0,1,1
context_146353.json,root_preamble,1,1,0,1,1
context_146357.json,structured,59,59,0,1,1
context_146357.json,root_preamble,1,1,0,1,1
context_146370.json,structured,54,54,0,1,1
context_146370.json,root_preamble,1,1,0,1,1
context_146481.json,structured,28,28,0,1,1
context_146481.json,root_preamble,1,1,0,1,1
context_146484.json,structured,7,7,0,1,1
context_146484.json,root_preamble,1,1,0,1,1
context_146513.json,structured,26,26,0,1,1
context_146513.json,root_preamble,1,1,0,1,1
context_146565.json,structured,26,26,0,1,1
context_146565.json,root_preamble,1,1,0,1,1
context_146614.json,structured,4,4,0,1,1
context_146614.json,root_preamble,1,1,0,1,1
context_146620.json,structured,5,5,0,1,1
context_146620.json,root_preamble,1,1,0,1,1
context_146666.json,structured,16,16,0,1,1
context_146666.json,root_preamble,1,1,0,1,1
context_146687.json,structured,5,5,0,1,1
context_146687.json,root_preamble,1,1,0,1,1
context_146691.json,structured,1,1,0,1,1
context_146691.json,root_preamble,1,1,0,1,1
context_146743.json,structured,4,4,0,1,1
context_146743.json,root_preamble,1,1,0,1,1
context_146798.json,structured,21,21,0,1,1
context_146798.json,root_preamble,1,1,0,1,1
context_14681.json,structured,36,36,0,1,1
context_14681.json,root_preamble,1,1,0,1,1
context_146828.json,structured,7,7,0,1,1
context_146828.json,root_preamble,1,1,0,1,1
context_14683.json,unstructured_whole,1,1,0,1,1
context_14689.json,structured,8,8,0,1,1
context_14689.json,root_preamble,1,1,0,1,1
context_146902.json,structured,24,24,0,1,1
context_146902.json,root_preamble,1,1,0,1,1
context_146907.json,structured,56,56,0,1,1
context_146907.json,root_preamble,1,1,0,1,1
context_146911.json,structured,21,21,0,1,1
context_146911.json,root_preamble,1,1,0,1,1
context_146918.json,structured,4,4,0,1,1
context_146918.json,root_preamble,1,1,0,1,1
context_146962.json,structured,54,54,0,1,1
context_146962.json,root_preamble,1,1,0,1,1
context_146974.json,structured,6,6,0,1,1
context_146974.json,root_preamble,1,1,0,1,1
context_146991.json,structured,6,6,0,1,1
context_146991.json,root_preamble,1,1,0,1,1
context_147039.json,structured,6,6,0,1,1
context_147039.json,root_preamble,1,1,0,1,1
context_147056.json,structured,9,9,0,1,1
context_147056.json,root_preamble,1,1,0,1,1
context_147066.json,structured,265,265,0,1,1
context_147066.json,root_preamble,1,1,0,1,1
context_147100.json,structured,7,7,0,1,1
context_147100.json,root_preamble,1,1,0,1,1
context_147113.json,structured,7,7,0,1,1
context_147113.json,root_preamble,1,1,0,1,1
context_147137.json,structured,18,18,0,1,1
context_147137.json,root_preamble,1,1,0,1,1
context_147185.json,structured,23,23,0,1,1
context_147185.json,root_preamble,1,1,0,1,1
context_147187.json,structured,3,3,0,1,1
context_147187.json,root_preamble,1,1,0,1,1
context_147259.json,structured,5,5,0,1,1
context_147259.json,root_preamble,1,1,0,1,1
context_147261.json,structured,29,29,0,1,1
context_147261.json,root_preamble,1,1,0,1,1
context_147270.json,structured,35,35,0,1,1
context_147270.json,root_preamble,1,1,0,1,1
context_14729.json,structured,4,4,0,1,1
context_14729.json,root_preamble,1,1,0,1,1
context_147340.json,structured,78,78,0,1,1
context_147340.json,root_preamble,1,1,0,1,1
context_147360.json,structured,31,31,0,1,1
context_147360.json,root_preamble,1,1,0,1,1
context_147369.json,structured,38,38,0,1,1
context_147369.json,root_preamble,1,1,0,1,1
context_147382.json,structured,2,2,0,1,1
context_147382.json,root_preamble,1,1,0,1,1
context_147440.json,structured,3,3,0,1,1
context_147440.json,root_preamble,1,1,0,1,1
context_147550.json,structured,21,21,0,1,1
context_147550.json,root_preamble,1,1,0,1,1
context_147668.json,structured,90,90,0,1,1
context_147668.json,root_preamble,1,1,0,1,1
context_147682.json,structured,5,5,0,1,1
context_147682.json,root_preamble,1,1,0,1,1
context_147752.json,structured,38,38,0,1,1
context_147752.json,root_preamble,1,1,0,1,1
context_14778.json,structured,18,18,0,1,1
context_14778.json,root_preamble,1,1,0,1,1
context_147869.json,structured,23,23,0,1,1
context_147869.json,root_preamble,1,1,0,1,1
context_147879.json,structured,6,6,0,1,1
context_147879.json,root_preamble,1,1,0,1,1
context_147907.json,structured,31,31,0,1,1
context_147907.json,root_preamble,1,1,0,1,1
context_147934.json,structured,22,22,0,1,1
context_147934.json,root_preamble,1,1,0,1,1
context_147980.json,structured,27,27,0,1,1
context_147980.json,root_preamble,1,1,0,1,1
context_147993.json,structured,13,13,0,1,1
context_147993.json,root_preamble,1,1,0,1,1
context_148042.json,structured,28,28,0,1,1
context_148042.json,root_preamble,1,1,0,1,1
context_148078.json,structured,23,23,0,1,1
context_148078.json,root_preamble,1,1,0,1,1
context_148098.json,structured,83,83,0,1,1
context_148098.json,root_preamble,1,1,0,1,1
context_148141.json,structured,75,75,0,1,1
context_148141.json,root_preamble,1,1,0,1,1
context_148194.json,structured,7,7,0,1,1
context_148194.json,root_preamble,1,1,0,1,1
context_148200.json,structured,5,5,0,1,1
context_148200.json,root_preamble,1,1,0,1,1
context_148212.json,structured,3,3,0,1,1
context_148212.json,root_preamble,1,1,0,1,1
context_148222.json,structured,21,21,0,1,1
context_148222.json,root_preamble,1,1,0,1,1
context_148246.json,structured,9,9,0,1,1
context_148246.json,root_preamble,1,1,0,1,1
context_14825.json,structured,97,97,0,1,1
context_14825.json,root_preamble,1,1,0,1,1
context_148268.json,structured,13,13,0,1,1
context_148268.json,root_preamble,1,1,0,1,1
context_148391.json,structured,42,42,0,1,1
context_148391.json,root_preamble,1,1,0,1,1
context_148427.json,structured,33,33,0,1,1
context_148427.json,root_preamble,1,1,0,1,1
context_14852.json,structured,15,15,0,1,1
context_14852.json,root_preamble,1,1,0,1,1
context_148559.json,structured,12,12,0,1,1
context_148559.json,root_preamble,1,1,0,1,1
context_148590.json,structured,16,16,0,1,1
context_148590.json,root_preamble,1,1,0,1,1
context_148625.json,unstructured_whole,1,1,0,1,1
context_14864.json,structured,18,18,0,1,1
context_14864.json,root_preamble,1,1,0,1,1
context_148668.json,structured,3,3,0,1,1
context_148668.json,root_preamble,1,1,0,1,1
context_148759.json,structured,37,37,0,1,1
context_148759.json,root_preamble,1,1,0,1,1
context_148827.json,structured,24,24,0,1,1
context_148827.json,root_preamble,1,1,0,1,1
context_148841.json,structured,17,17,0,1,1
context_148841.json,root_preamble,1,1,0,1,1
context_148847.json,structured,6,6,0,1,1
context_148847.json,root_preamble,1,1,0,1,1
context_148880.json,structured,3,3,0,1,1
context_148880.json,root_preamble,1,1,0,1,1
context_148910.json,structured,34,34,0,1,1
context_148910.json,root_preamble,1,1,0,1,1
context_148912.json,structured,13,13,0,1,1
context_148912.json,root_preamble,1,1,0,1,1
context_148956.json,structured,23,23,0,1,1
context_148956.json,root_preamble,1,1,0,1,1
context_149025.json,structured,16,16,0,1,1
context_149025.json,root_preamble,1,1,0,1,1
context_149045.json,structured,7,7,0,1,1
context_149045.json,root_preamble,1,1,0,1,1
context_149068.json,structured,15,15,0,1,1
context_149068.json,root_preamble,1,1,0,1,1
context_149091.json,structured,22,22,0,1,1
context_149091.json,root_preamble,1,1,0,1,1
context_149258.json,structured,16,16,0,1,1
context_149258.json,root_preamble,1,1,0,1,1
context_14927.json,structured,23,23,0,1,1
context_14927.json,root_preamble,1,1,0,1,1
context_14929.json,structured,44,44,0,1,1
context_14929.json,root_preamble,1,1,0,1,1
context_149370.json,structured,35,35,0,1,1
context_149370.json,root_preamble,1,1,0,1,1
context_149379.json,structured,23,23,0,1,1
context_149379.json,root_preamble,1,1,0,1,1
context_149454.json,unstructured_whole,1,1,0,1,1
context_149484.json,structured,16,16,0,1,1
context_149484.json,root_preamble,1,1,0,1,1
context_149614.json,structured,17,17,0,1,1
context_149614.json,root_preamble,1,1,0,1,1
context_149676.json,structured,50,50,0,1,1
context_149676.json,root_preamble,1,1,0,1,1
context_149826.json,structured,21,21,0,1,1
context_149826.json,root_preamble,1,1,0,1,1
context_149979.json,unstructured_whole,1,1,0,1,1
context_150011.json,structured,2,2,0,1,1
context_150011.json,root_preamble,1,1,0,1,1
context_150017.json,structured,5,5,0,1,1
context_150017.json,root_preamble,1,1,0,1,1
context_150020.json,structured,31,31,0,1,1
context_150020.json,root_preamble,1,1,0,1,1
context_150060.json,unstructured_whole,1,1,0,1,1
context_150117.json,structured,3,3,0,1,1
context_150117.json,root_preamble,1,1,0,1,1
context_150140.json,structured,15,15,0,1,1
context_150140.json,root_preamble,1,1,0,1,1
context_150146.json,structured,4,4,0,1,1
context_150146.json,root_preamble,1,1,0,1,1
context_150162.json,structured,50,50,0,1,1
context_150162.json,root_preamble,1,1,0,1,1
context_150183.json,structured,8,8,0,1,1
context_150183.json,root_preamble,1,1,0,1,1
context_150235.json,structured,6,6,0,1,1
context_150235.json,root_preamble,1,1,0,1,1
context_150248.json,structured,2,2,0,1,1
context_150248.json,root_preamble,1,1,0,1,1
context_150263.json,structured,38,38,0,1,1
context_150263.json,root_preamble,1,1,0,1,1
context_150363.json,structured,8,8,0,1,1
context_150363.json,root_preamble,1,1,0,1,1
context_150375.json,structured,24,24,0,1,1
context_150375.json,root_preamble,1,1,0,1,1
context_150451.json,structured,4,4,0,1,1
context_150451.json,root_preamble,1,1,0,1,1
context_150467.json,structured,42,42,0,1,1
context_150467.json,root_preamble,1,1,0,1,1
context_15049.json,structured,13,13,0,1,1
context_15049.json,root_preamble,1,1,0,1,1
context_150499.json,structured,98,98,0,1,1
context_150499.json,root_preamble,1,1,0,1,1
context_150502.json,structured,67,67,0,1,1
context_150502.json,root_preamble,1,1,0,1,1
context_150517.json,structured,13,13,0,1,1
context_150517.json,root_preamble,1,1,0,1,1
context_150590.json,unstructured_whole,1,1,0,1,1
context_150597.json,structured,1,1,0,1,1
context_150597.json,root_preamble,1,1,0,1,1
context_150654.json,structured,25,25,0,1,1
context_150654.json,root_preamble,1,1,0,1,1
context_150679.json,structured,23,23,0,1,1
context_150679.json,root_preamble,1,1,0,1,1
context_150719.json,structured,41,41,0,1,1
context_150719.json,root_preamble,1,1,0,1,1
context_150880.json,structured,20,20,0,1,1
context_150880.json,root_preamble,1,1,0,1,1
context_150932.json,structured,1,1,0,1,1
context_150932.json,root_preamble,1,1,0,1,1
context_150938.json,structured,29,29,0,1,1
context_150938.json,root_preamble,1,1,0,1,1
context_1510.json,structured,100,100,0,1,1
context_1510.json,root_preamble,1,1,0,1,1
context_15102.json,structured,18,18,0,1,1
context_15102.json,root_preamble,1,1,0,1,1
context_151034.json,structured,6,6,0,1,1
context_151034.json,root_preamble,1,1,0,1,1
context_151059.json,structured,4,4,0,1,1
context_151059.json,root_preamble,1,1,0,1,1
context_151060.json,structured,15,15,0,1,1
context_151060.json,root_preamble,1,1,0,1,1
context_151196.json,structured,19,19,0,1,1
context_151196.json,root_preamble,1,1,0,1,1
context_151206.json,structured,9,9,0,1,1
context_151206.json,root_preamble,1,1,0,1,1
context_151239.json,structured,66,66,0,1,1
context_151239.json,root_preamble,1,1,0,1,1
context_151346.json,structured,41,41,0,1,1
context_151346.json,root_preamble,1,1,0,1,1
context_15138.json,structured,9,9,0,1,1
context_15138.json,root_preamble,1,1,0,1,1
context_15140.json,structured,5,5,0,1,1
context_15140.json,root_preamble,1,1,0,1,1
context_15149.json,structured,21,21,0,1,1
context_15149.json,root_preamble,1,1,0,1,1
context_151526.json,structured,4,4,0,1,1
context_151526.json,root_preamble,1,1,0,1,1
context_151530.json,structured,60,60,0,1,1
context_151530.json,root_preamble,1,1,0,1,1
context_151537.json,structured,14,14,0,1,1
context_151537.json,root_preamble,1,1,0,1,1
context_15159.json,structured,27,27,0,1,1
context_15159.json,root_preamble,1,1,0,1,1
context_151598.json,structured,28,28,0,1,1
context_151598.json,root_preamble,1,1,0,1,1
context_151612.json,structured,16,16,0,1,1
context_151612.json,root_preamble,1,1,0,1,1
context_151656.json,structured,5,5,0,1,1
context_151656.json,root_preamble,1,1,0,1,1
context_151664.json,unstructured_whole,1,1,0,1,1
context_151666.json,structured,31,31,0,1,1
context_151666.json,root_preamble,1,1,0,1,1
context_151679.json,structured,39,39,0,1,1
context_151679.json,root_preamble,1,1,0,1,1
context_151794.json,structured,3,3,0,1,1
context_151794.json,root_preamble,1,1,0,1,1
context_151846.json,structured,46,46,0,1,1
context_151846.json,root_preamble,1,1,0,1,1
context_151879.json,structured,11,11,0,1,1
context_151879.json,root_preamble,1,1,0,1,1
context_15198.json,unstructured_whole,1,1,0,1,1
context_151981.json,structured,26,26,0,1,1
context_151981.json,root_preamble,1,1,0,1,1
context_151998.json,structured,81,81,0,1,1
context_151998.json,root_preamble,1,1,0,1,1
context_152117.json,structured,19,19,0,1,1
context_152117.json,root_preamble,1,1,0,1,1
context_152118.json,structured,3,3,0,1,1
context_152118.json,root_preamble,1,1,0,1,1
context_152140.json,structured,26,26,0,1,1
context_152140.json,root_preamble,1,1,0,1,1
context_152155.json,structured,21,21,0,1,1
context_152155.json,root_preamble,1,1,0,1,1
context_152198.json,structured,1,1,0,1,1
context_152198.json,root_preamble,1,1,0,1,1
context_152217.json,structured,14,14,0,1,1
context_152217.json,root_preamble,1,1,0,1,1
context_152223.json,structured,3,3,0,1,1
context_152223.json,root_preamble,1,1,0,1,1
context_152286.json,structured,4,4,0,1,1
context_152286.json,root_preamble,1,1,0,1,1
context_152295.json,structured,2,2,0,1,1
context_152295.json,root_preamble,1,1,0,1,1
context_152310.json,structured,8,8,0,1,1
context_152310.json,root_preamble,1,1,0,1,1
context_152406.json,structured,6,6,0,1,1
context_152406.json,root_preamble,1,1,0,1,1
context_152471.json,unstructured_whole,1,1,0,1,1
context_152524.json,unstructured_whole,1,1,0,1,1
context_152559.json,structured,4,4,0,1,1
context_152559.json,root_preamble,1,1,0,1,1
context_152560.json,structured,24,24,0,1,1
context_152560.json,root_preamble,1,1,0,1,1
context_152569.json,structured,8,8,0,1,1
context_152569.json,root_preamble,1,1,0,1,1
context_152572.json,structured,14,14,0,1,1
context_152572.json,root_preamble,1,1,0,1,1
context_152631.json,structured,27,27,0,1,1
context_152631.json,root_preamble,1,1,0,1,1
context_152752.json,structured,4,4,0,1,1
context_152752.json,root_preamble,1,1,0,1,1
context_152768.json,structured,13,13,0,1,1
context_152768.json,root_preamble,1,1,0,1,1
context_152772.json,structured,18,18,0,1,1
context_152772.json,root_preamble,1,1,0,1,1
context_152781.json,unstructured_whole,1,1,0,1,1
context_15281.json,structured,3,3,0,1,1
context_15281.json,root_preamble,1,1,0,1,1
context_15284.json,structured,4,4,0,1,1
context_15284.json,root_preamble,1,1,0,1,1
context_152850.json,structured,7,7,0,1,1
context_152850.json,root_preamble,1,1,0,1,1
context_152894.json,structured,19,19,0,1,1
context_152894.json,root_preamble,1,1,0,1,1
context_152908.json,structured,1,1,0,1,1
context_152908.json,root_preamble,1,1,0,1,1
context_152927.json,structured,24,24,0,1,1
context_152927.json,root_preamble,1,1,0,1,1
context_152947.json,structured,22,22,0,1,1
context_152947.json,root_preamble,1,1,0,1,1
context_152966.json,structured,42,42,0,1,1
context_152966.json,root_preamble,1,1,0,1,1
context_152976.json,structured,4,4,0,1,1
context_152976.json,root_preamble,1,1,0,1,1
context_152978.json,structured,12,12,0,1,1
context_152978.json,root_preamble,1,1,0,1,1
context_15298.json,unstructured_whole,1,1,0,1,1
context_15299.json,structured,21,21,0,1,1
context_15299.json,root_preamble,1,1,0,1,1
context_152996.json,unstructured_whole,1,1,0,1,1
context_153021.json,structured,15,15,0,1,1
context_153021.json,root_preamble,1,1,0,1,1
context_153041.json,structured,15,15,0,1,1
context_153041.json,root_preamble,1,1,0,1,1
context_153054.json,structured,838,838,0,1,1
context_153054.json,root_preamble,1,1,0,1,1
context_153149.json,structured,15,15,0,1,1
context_153149.json,root_preamble,1,1,0,1,1
context_153155.json,structured,7,7,0,1,1
context_153155.json,root_preamble,1,1,0,1,1
context_153173.json,structured,91,91,0,1,1
context_153173.json,root_preamble,1,1,0,1,1
context_153190.json,structured,8,8,0,1,1
context_153190.json,root_preamble,1,1,0,1,1
context_153191.json,structured,3,3,0,1,1
context_153191.json,root_preamble,1,1,0,1,1
context_153223.json,structured,3,3,0,1,1
context_153223.json,root_preamble,1,1,0,1,1
context_153272.json,structured,2,2,0,1,1
context_153272.json,root_preamble,1,1,0,1,1
context_153299.json,structured,79,79,0,1,1
context_153299.json,root_preamble,1,1,0,1,1
context_15331.json,structured,24,24,0,1,1
context_15331.json,root_preamble,1,1,0,1,1
context_153331.json,structured,7,7,0,1,1
context_153331.json,root_preamble,1,1,0,1,1
context_153344.json,structured,2,2,0,1,1
context_153344.json,root_preamble,1,1,0,1,1
context_153349.json,structured,23,23,0,1,1
context_153349.json,root_preamble,1,1,0,1,1
context_153353.json,structured,26,26,0,1,1
context_153353.json,root_preamble,1,1,0,1,1
context_153413.json,structured,13,13,0,1,1
context_153413.json,root_preamble,1,1,0,1,1
context_153444.json,structured,42,42,0,1,1
context_153444.json,root_preamble,1,1,0,1,1
context_153472.json,structured,6,6,0,1,1
context_153472.json,root_preamble,1,1,0,1,1
context_153508.json,structured,25,25,0,1,1
context_153508.json,root_preamble,1,1,0,1,1
context_153516.json,structured,16,16,0,1,1
context_153516.json,root_preamble,1,1,0,1,1
context_153518.json,structured,5,5,0,1,1
context_153518.json,root_preamble,1,1,0,1,1
context_153599.json,structured,4,4,0,1,1
context_153599.json,root_preamble,1,1,0,1,1
